text,sentiment,cleaned_text
Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link},5,arrive google party sxsw small queue 1986 come wittingly group n't born link
80s band at google/ACLU 1986 party rocks  #SXSW  {link},3,80 band google/aclu 1986 party rock sxsw link
"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",3,hop easy get ipad 2 today since 50 target audience busy sxsw awesometiming
A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,5,free heat map app 4sq check-in sxsw see hot spot sxsw wp7 amp iphone wedig
Google heat map for global searches. #SXSW #Hotpot {link},5,google heat map global search sxsw hotpot link
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",3,oh excuse rt rt sxsw quot apple come cool technology n't go conference quot
"Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS. So sad missed Rye Rey",irrelevant,mom might call big sxsw power plant cnn google offchain set trombone shorty pb sad miss rye rey
Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,3,wonder percentage sxsw interactive participant iphone 's get ta high
Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW,5,hungover sxsw use zaarly get gatorade advil link billlee html iphone sxsw
@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,3,team android party walk dl appolicious app amp enter win free nexus androidsxsw sxsw
Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},3,geek sxsw interactive panel ipad holler gram app use ipad display message others link
"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choiceâ€_",5,line sxsw apple popup store shorter line starbucks across street really choiceâ˚_
The line at the #sxsw pop-up Apple store is already around the block.  5 hrs b4 ipad2 goes on sale. {link},5,line sxsw pop-up apple store already around block 5 hr b4 ipad2 go sale link
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",3,line apple store go around block oh 's right ipad 2 also sxsw
The band at the Google party is the most entertaining band I have ever seen #sxsw,3,band google party entertain band ever see sxsw
"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",5,blackout hotel true sxsw form shower light ipad
The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},3,line popup apple store phenomenal sxsw apple ipad2 link
"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",5,stand top step right side come onto patio come say quot 's android quot teamandroid sxsw
Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw,5,wonder 'll sleeve rt google launch new social network call circle link sxsw
"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",3,venturebeat rt second day business apple pop-up store appear trend sxsw vb link
thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link},5,thats great rt official sxsw iphone/ipad/ios meetup almost employer look developer link
â˜º WHO? WHAT? WHERE? WHEN? WHY? â˜_ {link} â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,5,â˜º â˜_ link â„_ edchat musedchat sxsw sxswi classical newtwitter
bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,3,bout watch live sxsw apple store ipad 2 w/ living vicariously buy one
Another late start at #sxsw #sxswi damn you google and your rocking 80's party,3,another late start sxsw sxswi damn google rock 80 's party
The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,3,spasmatics rockin aclu google party sxsw
Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,5,latin america produce next latism latam sxsw
"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",3,great location choice nice timing ipad2 launch apple hp 'popping sxsw link
Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,3,congratulation rt yes gowalla win best andoid app team android choice award thanks sxsw
@mention atleast you are at #sxsw. I'm not there AND I have no Ipad. #doubleloser,5,atleast sxsw 'm ipad doubleloser
"William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",irrelevant,william patry google say author dont care copyright care income sxsw model
No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},5,way 'matt fricking damon google party maggie mae 's sxsw link
#iPhone battery doesn't last long under #sxsw usage,1,iphone battery n't last long sxsw usage
"We're creatures of habit. Google found that CTRs for blue links far outpaced green. The darker the link, the more clicks it got. #sxsw",5,'re creature habit google found ctrs blue link far outpace green darker link click get sxsw
"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",5,way atx sxsw rt found apple pop-up store schedule close sunday let 's hope rumor
"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google",5,cnn launch quot tv everywhere quot service mobile google tv amp computer link sxsw google
We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},5,launch ipad app sxsw get detail first edition free link
We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},3,launch spin 's ipad app sxsw ton music photo video whatcha think link
"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",5,heywire launch group chat facebook google twitter sxsw link
#Google launching a &quot;major&quot; new social network at #sxsw,5,google launch quot major quot new social network sxsw
#Google launching a &quot;major&quot; new social network at #sxsw ... Wonder what that can be...,5,google launch quot major quot new social network sxsw wonder
"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",5,ran gauntlet get seat ipad design talk expect 'll overflow sxsw
"5th Ave, Austin #sxsw #ipad2 lines. {link}",5,5th ave austin sxsw ipad2 line link
You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,5,gdgtaustin attendee havin fun happy sxsw stop way last chance win ipad 2
"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",5,go austin sxsw austin guide iphone free mar 9-15 link lp
Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,5,austinjs autocorrects sisyphus iphone sayin sxsw
"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",3,n't television still two-screen expierence iphone ipad psych sxsw
&quot;I have my iPhone and @mention - Paul Reubens #sxsw,5,quot iphone paul reuben sxsw
"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",3,ppl spoken quot great sxsw session w/ bing google danny sullivan bring back next year large room quot qagb sxswi
"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",3,anyone leave sxsw iphone/ipad time kill airport flight download tiny wing 're welcome 'm sorry
#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,3,google save driver time fuel link seo sem googlemaps mobile topnews sxsw
Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,3,matthew davis/designing ipad- quot web like strip mall content. quot sxsw
Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel,5,think saw lookalike line ipad 2 apple pop-up shop sxsw 's get awesome amp profitable youtube channel
iPad giveaway for using @mention at #sxsw {link},3,ipad giveaway use sxsw link
"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW",5,step away computer leave iphone den disconnectedsundays booya good avro sxsw
Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,3,win awesome ipad quibids custom case catch sxsw wear openbeta vip badge
@mention awesome. I traded in #sxsw last year for the iPad 1.,3,awesome trade sxsw last year ipad 1
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",3,rt haha awesomely rad ipad app link hollergram sxsw via
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",3,rt haha awesomely rad ipad app link hollergram sxsw via
Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,3,piece awesomeness arduino android flame skull link sxsw smartthings
#sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,5,sxsw today amp iphone game amp celeb/brand destination marketing
"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",3,dude may actually buy ipad 2 tomorrow apple temporary store downtown austin sxsw link
Giving away an iPad 2 at this panel. Wish me luck! #sxsw,3,give away ipad 2 panel wish luck sxsw
Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},3,give away ipad sharer invite friend join aos sxsw ginger man link
"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",3,give away apple gift card exchange 4 serious style find u 6th conv cntr u look hot 'll rest sxsw fashion
"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",3,android may gain market share 'd never know sxsw apparently industry mover shaker apple loyalist
"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",3,say pretty smart timing apple drop ipad2 right top sxsw 's nearly anyones talk
"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle. #SXSW",5,say heard quot pop apple store quot picture something along line inflatable bouncy castle sxsw
Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention,5,marissa mayer google connect digital amp physical world mobile link sxsw via
Marissa Mayer @mention future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #SXSW,5,marissa mayer future ar quot contextual discovery quot -- image+location+personalized context+recommendations sxsw
"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",3,marissa mayer sxsw google quot make smart phone smarter quot amp life efficient know sched -- gt suggest flight map weather amp
"Marissa Mayer at #SXSW: 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app.",5,marissa mayer sxsw 150 user google map mobile 1st time ever app born web use mobile app
Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in,5,marissa mayer sxsw 150 million people use google map mobile device 's 50 since aug 2010 link
Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw,5,marissa mayer demonstrate google art project take museum tour without leave home art mass sxsw
Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,3,marissa mayer quot mobile cursor quot sxsw demo next gen google map really impressive btw
Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,3,marissa mayer google speak sxsw mobile phone usage google map surpass online use past couple month
Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian,5,melissa mayer google say credit card company predict divorce 98 accuracy base spending pattern alone sxsw guardian
Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW,5,merissa mayer google study mail-order purchase lead 98 accuracy predict divorce two year advance sxsw
Marissa Mayer rechristening augmented reality as &quot;contextual discovery at #sxsw #sxswi #google #tcs_dw,5,marissa mayer rechristening augment reality quot contextual discovery sxsw sxswi google tcs_dw
"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",3,marissa mayer talk future google map discusses hotpot answer location-based rating recommendation sxsw -kek
Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps. #sxsw,5,marissa mayer-taking phone location data ski hill lay elapse movement skiiers onto google map sxsw
"Marissa Mayer, Google, says 40% of Google Maps usage is local. Google Maps has more than 150m users a day. #sxsw",5,marissa mayer google say 40 google map usage local google map 150m user day sxsw
"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",3,marissa mayer vp consumer product google great job sxsw audience ton respect google w/ location
"Marissa Mayer, VP of Search at Google is on live from #sxsw in just a few moments {link}",5,marissa mayer vp search google live sxsw moment link
"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",3,marissa mayer quot focus location base services. quot demoed hotpot google map vector map augment reality sxsw webvisions
Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,3,marissa mayer google wil connect digital amp physical world mobile link sxsw
Marissa Mayer: #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile {link} #SXSW,5,marissa mayer google connect digital amp physical world mobile link sxsw
Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,5,marissa mayer google connect digital amp physical world mobile link sxsw sxswi
Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users) {link} #google #SXSW #TC,5,marissa mayer 40 google map usage mobile 150 million mobile user link google sxsw tc
Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million MobileÂ Users) {link} via @mention #SXSW $GOOG,5,marissa mayer 40 google map usage mobile 150 million mobileÂÍusers link via sxsw goog
Marissa Mayer: 40% Of Google Maps Usage Is Mobile. Surprised it isn't way north of 50% #sxsw {link},5,marissa mayer 40 google map usage mobile surprised n't way north 50 sxsw link
Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,3,marissa mayer check-in fun get thats google test loyalty offer watch foursquare sxsw
"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",1,marissa mayer google map well customer service quicker response sxsw fh
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,5,marissa mayer google connect digital amp physical world mobile link sxsw
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,5,marissa mayer google connect digital amp physical world mobile link sxsw
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw (via @mention,5,marissa mayer google connect digital amp physical world mobile link sxsw via
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw {link},5,marissa mayer google connect digital amp physical world mobile link sxsw link
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - on.mash.to/fHDCfn #sxsw,5,marissa mayer google connect digital amp physical world mobile on.mash.to/fhdcfn sxsw
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw,5,marissa mayer google connect digital amp physical world mobile link mobile sxsw
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,3,marissa mayer google connect digital amp physical world mobile link google sxsw mobile hotpot
Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw,3,marissa mayer location contextual discovery enable mobile device make u efficient e.g google place w/hotpot sxsw
"Marissa Mayer's preso at #sxsw was good. Big ad for Google, which is fine. She was good. I expected more. Other attendees' thoughts?",5,marissa mayer 's preso sxsw good big ad google fine good expect attendee thought
Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,1,nothing say douche cake like walk around ipad like 's iphone sxsw
"Google plays down social network Circles at #SxSW {link} - FB needs a rival, even if it's just to keep them on their toes",5,google play social network circle sxsw link fb need rival even 's keep toe
Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,3,crowley say hard feeling towards google dodgeball experience say would good partner sxsw checkins
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,1,really amaze see many people put apple 's note app ipad sxsw
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},1,really amaze see many people put apple 's note app ipad sxsw link
Google web fonts...pretty... #sxsw #tradeshow {link},3,google web fonts.pretty sxsw tradeshow link
Expect mob scenes on W 6th St &amp; Congress {link} #sxsw #ipad2,5,expect mob scene w 6th st amp congress link sxsw ipad2
Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds,3,chrome web store google call html5 hot tub sxsw steamy hot nerd
"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",5,sxsw ballroom one seat reserve fourth row anyone want join htxsw
Cool new band alert at #SXSW. Check out A House A Home. Google them now! {link},5,cool new band alert sxsw check house home google link
Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw,5,miss battelle interview ipad 2 amp social medium last week find video link sxsw
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting   {link} ~@mention,5,apple grabbed tablet mindshare sxsw rim own one popular event foodspotting link
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},3,apple grabbed tablet mindshare sxsw rim own one popular event foodspotting mnbuzz link
Just got BBQ on my iPhone #sxsw,5,get bbq iphone sxsw
Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW,5,funny psfk session sponsor microsoft talk apple sxsw
Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,5,go awesome rt gallery original daniel johnston art go tomorrow 's gsdm google industry party sxsw
Going to be big if Google gets it: Using Q&amp;A Site Hipster If Youâ€™re At SXSW  {link} #sxsw #tech #social,5,go big google get use q amp site hipster youâ˚™re sxsw link sxsw tech social
About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.,5,interviewed mashable wait line popup apple store sxsw
@mention be sure to use our FREE App for checking out the bands at #SXSW! {link},3,sure use free app check band sxsw link
Line has been wrapped around the block all day #apple #ipad2 #sxsw,5,line wrap around block day apple ipad2 sxsw
"See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}",5,see member team carry one bag sxsw show wolfram|app amp get w|a iphone case link
"See a member of our team with this bag at #sxsw, show them your Wolfram App &amp; get a W|A case for your iPhone!  {link}",5,see member team bag sxsw show wolfram app amp get w|a case iphone link
"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",3,enjoy berkowitz talk rfid ncf.impact mobile retail would carry nfc phone google bullish sxsw ballroom e
Any blackberry apps for #sxsw ?? Pls let @mention and I know...cheers...will have iphone too...:-),irrelevant,blackberry apps sxsw pls let know.cheers.will iphone
@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,1,best thing 've heard sxsw quot give ipad 2 money japan relief n't need ipad 2 sxswgood
RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,3,rt globalbestaward holler gram ipad itunes store link via sxsw-sters great app madebymany
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,next big thing hmmm rt google launch major new social network call circle possibly today link sxsw
"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",5,could big gt gt google launch major new social network call circle possibly today link tech sxsw
70% of mobile hits on Texas Tribune come from apple devices. Cor. Via Niran Babalola #sxsw,5,70 mobile hit texas tribune come apple device cor via niran babalola sxsw
"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw",5,aol t-mobile launch 'play android app link via sxsw
Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,5,hey nerdbird crew grab app snap freak pic link sxsw
Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb,5,success blah panel found open outlet charge old ipad sxsw fb
Too quotable --&gt; RT â€œ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,1,quotable -- gt rt â˚Ô quot apple elegant fascist company america. quot flip-board sxsw
(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link},5,mashable ipad 2 take sxsw video ipad sxsw gadget link link
@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,3,blogging ipad note next step hope great time sxsw
Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,1,somebody write app let consistently type quot shit quot goddamn iphone hey sxsw jump
"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone",5,post-facebook deal beluga get final sxsw tune-up link tc facebook iphone
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW",5,post-facebook deal beluga get final sxsw tune-up link beluga facebook iphone sxsw
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #ButFacebook #FastSociety #iPhone #SXSW",5,post-facebook deal beluga get final sxsw tune-up link butfacebook fastsociety iphone sxsw
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #tc #beluga #facebook #iphone #sxsw",5,post-facebook deal beluga get final sxsw tune-up link tc beluga facebook iphone sxsw
@mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!,5,booth 1406-1408 sxsw amp great deal go buy juice pack extend iphone battery life
"My wish, both for myself &amp; for boomers: stop disabling zoom on iPhone &amp; iPad apps! #sxsw yourmom",5,wish amp boomer stop disable zoom iphone amp ipad apps sxsw yourmom
Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,3,excite sxsw tomorrow leave austin 8am see google 's 3:30pm still work schedule
Talking about bar codes and their use.  Google has an open source bar code API  that can be used for other devices. #SXSW #mobile,5,talk bar code use google open source bar code api use device sxsw mobile
Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,3,talk ipad 's usefulness developer 're nerd sxsw
We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+,5,read google circle rumor today sxsw thought let u know liptonsxsw link 18+
#iPad2 Unboxing Outside the #SXSW #Apple Store {link},5,ipad2 unbox outside sxsw apple store link
#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},3,redbull bpm dj ipad app power party sxsw dtas republic live link
"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",5,left brain search google right brain search x sxsw link sxsw bettersearch
Come Celebrate Austin with Google and GSD&amp;M at SXSW - Hotpot Blog {link} #fb #sxsw,5,come celebrate austin google gsd amp sxsw hotpot blog link fb sxsw
Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,3,come celebrate w/ charity water tonight google throwin party jump start sxsw week right studentsforcleanwater.org/rsvp
@mention Brian - Actually Austin doesn't have an Apple store but there is a rumor they built a pop up one {link}  for #SXSW,5,brian actually austin n't apple store rumor built pop one link sxsw
Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,5,bring ipad macbook air air startupbus sxsw nyc
The last broadcast OR Your mom has an iPad. #SXSW,5,last broadcast mom ipad sxsw
want Gun Bros for Android? want to play it on #XperiaPlay? Find me @mention for a download card #SXSW  {link},5,want gun bros android want play xperiaplay find download card sxsw link
Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention,5,play gun bros xperia play google league event parking lot teamandroid event xperiaplay sunday sxsw
Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,3,google lab fusion table make election day foursquare visualization possible sxsw ^pr
pubsubhubbub is an interesting way to cache some load off your web server {link} via @mention #fsw #sxsw,5,pubsubhubbub interest way cache load web server link via fsw sxsw
I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,3,'m late finally gsdm google sxsw great surprise b greet lovely lindsay stillman gon na b good night
"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",3,everyone buy app new ipad day birth happy happy sxsw gsdm
"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",1,buy ipad makeshift sxsw apple store launch day fuck respect much wwsxsw
"Everyone buying iPad 2's! I feel like a dinosaur with version, my blackberry and pc. Sxsw is like an Apple convention #sxsw",5,everyone buying ipad 2 's feel like dinosaur version blackberry pc sxsw like apple convention sxsw
Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw,5,remind abt value google zeitgeist link sxsw
"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW",1,walk lady bird lake lovely google map travel time trust sxsw
"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",3,quot .by law average well buzz quot rt quot google circle ______ quot sxsw
#inspiredbyprint #sxsw Oh burn. Comparing iPad's skeumorpism to magic cap and Bob.,5,inspiredbyprint sxsw oh burn compare ipad 's skeumorpism magic cap bob
{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},5,link tc google sxsw marissa mayer 40 google map usage mobile 150 million link
Optimistic #Ohio #SXSW. Google pay per click management.   {link},5,optimistic ohio sxsw google pay per click management link
Wicked pic I got of @mention (Duncan Jones) before I got to shake his hand. #SXSW - {link},5,wicked pic get duncan jones get shake hand sxsw link
Free music on iTunes! SXSW: Featured Artists - {link} #iTunes #SXSW,5,free music itunes sxsw feature artist link itunes sxsw
"Awkward JC Penneys question asked to Marissa Mayer, apparently JC Penney locations are being re-routed to Macys in Google maps? #SXSW",5,awkward jc penneys question ask marissa mayer apparently jc penney location re-routed macys google map sxsw
The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,3,ironic tee usurped ipad 2 hipster/geek/start-up chic fashion item year 's sxsw
#Cloud #VC This Post Has Nothing to do with #SXSW: 2x startup Founder &amp; CEO who has gone to the Dark Side o... {link} #TCN,5,cloud vc post nothing sxsw 2x startup founder amp ceo go dark side link tcn
woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link},5,woohoo cc rt apple open pop-up shop sxsw report link
Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},5,game logic agency behaviour monkey mind control ogilvy ausxsw podcast sxsw day one link
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple",5,chris sacca tweet fake sxsw beta invite follower swarm ensues techcrunch chris sacca tweet link apple
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",5,chris sacca tweet fake sxsw beta invite follower swarm ensues link
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad",5,chris sacca tweet fake sxsw beta invite follower swarm ensues link ipad
ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,irrelevant,ipadi alacagimiz yer belli oldu apple open pop-up shop austin sxsw link via
The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,1,ipad calendar frankeninterface design one interface metaphor us another tapworthy sxsw
